seed,population_size,policy_type,step,avg_price,total_demand,gini,compliance_rate,avg_stress
339872548,184,food_price_ceiling,20,1000.0,18.4,0.4411314166834345,1.0,1.0
339872548,184,food_price_ceiling,21,1000.0,18.4,0.4411314166834345,1.0,1.0
339872548,184,food_price_ceiling,22,1000.0,18.4,0.4411314166834345,1.0,1.0
339872548,184,food_price_ceiling,23,1000.0,18.4,0.4411314166834345,1.0,1.0
339872548,184,food_price_ceiling,24,1000.0,18.4,0.4411314166834345,1.0,1.0
983948057,111,luxury_asset_tax,1,28.977040436966202,5493.686120165705,0.4391106973789436,0.7927927927927928,0.2472367707533826
983948057,111,luxury_asset_tax,2,83.27468011572245,2484.509489602237,0.4391106973789436,0.7567567567567568,0.5031255614162171
983948057,111,luxury_asset_tax,3,237.58289297742496,1226.0168524501473,0.4391106973789436,0.8108108108108107,0.7292425793106418
983948057,111,luxury_asset_tax,4,593.0823886156539,635.2575774333611,0.4391106973789436,0.8918918918918919,0.8742426893215547
983948057,111,luxury_asset_tax,5,810.6048212655497,361.16385068547703,0.4391106973789436,0.8738738738738738,0.9863461291006199
983948057,111,luxury_asset_tax,6,950.6970655309837,209.09832007100982,0.4391106973789436,0.8918918918918919,1.0
983948057,111,luxury_asset_tax,7,993.5399058245898,122.17991642975196,0.4391106973789436,0.9189189189189189,1.0
983948057,111,luxury_asset_tax,8,1000.0,85.88428341090996,0.4391106973789436,0.9279279279279279,1.0
983948057,111,luxury_asset_tax,9,1000.0,71.58961180702026,0.4391106973789436,0.954954954954955,1.0
983948057,111,luxury_asset_tax,10,1000.0,62.80203206237992,0.4391106973789436,0.9819819819819819,1.0
983948057,111,luxury_asset_tax,11,1000.0,55.53529410016661,0.4391106973789436,0.9819819819819819,1.0
983948057,111,luxury_asset_tax,12,1000.0,48.904181637488236,0.4391106973789436,0.990990990990991,1.0
983948057,111,luxury_asset_tax,13,1000.0,42.86455699993889,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,14,1000.0,36.96043134206816,0.4391106973789436,0.990990990990991,1.0
983948057,111,luxury_asset_tax,15,1000.0,32.072651418174715,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,16,1000.0,27.67754192850033,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,17,1000.0,22.79905754741086,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,18,1000.0,18.69636849308346,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,19,1000.0,15.951260892443182,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,20,1000.0,14.305233113984755,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,21,1000.0,13.159719168262164,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,22,1000.0,12.357859406256352,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,23,1000.0,11.796557572852283,0.4391106973789436,1.0,1.0
983948057,111,luxury_asset_tax,24,1000.0,11.403646289469433,0.4391106973789436,1.0,1.0
24327506,232,fuel_tax_rebate,1,28.88918588558872,11436.281884213513,0.39699421070853885,0.8836206896551724,0.18749067120509638
24327506,232,fuel_tax_rebate,2,84.62632028118068,5001.7634551284245,0.39699421070853885,0.8620689655172413,0.3820976761554294
24327506,232,fuel_tax_rebate,3,249.04471280023117,2410.688045816106,0.39699421070853885,0.8879310344827587,0.579548159547286
24327506,232,fuel_tax_rebate,4,559.0680569498775,1275.2128833834988,0.39699421070853885,0.9008620689655172,0.7782256428810748
24327506,232,fuel_tax_rebate,5,802.3165678173694,705.5091961118952,0.39699421070853885,0.9181034482758621,0.977511520867489
24327506,232,fuel_tax_rebate,6,886.5412829529147,428.2044531035611,0.39699421070853885,0.9568965517241379,1.0
24327506,232,fuel_tax_rebate,7,919.2447909922263,297.8660740517856,0.39699421070853885,0.9525862068965517,1.0
24327506,232,fuel_tax_rebate,8,945.0504918096349,230.21724190141768,0.39699421070853885,0.978448275862069,1.0
24327506,232,fuel_tax_rebate,9,954.4402383894165,171.24862909807342,0.39699421070853885,0.9913793103448276,1.0
24327506,232,fuel_tax_rebate,10,959.566072858944,142.09658156898436,0.39699421070853885,0.9956896551724138,1.0
24327506,232,fuel_tax_rebate,11,962.297568888557,116.37774054801551,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,12,962.6469376442103,92.31008280611883,0.39699421070853885,0.9956896551724138,1.0
24327506,232,fuel_tax_rebate,13,962.9929582778589,79.35062555036437,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,14,963.3378782768859,69.22267318777332,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,15,963.683383517102,62.23550096391991,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,16,964.0314213003693,58.4217120817558,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,17,964.3840584338762,56.0320626028505,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,18,964.7425294100997,53.94449734743944,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,19,965.1075018538006,51.99745182753399,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,20,965.4795697772955,49.96940692117294,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,21,965.8592066137381,48.35601411791985,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,22,966.2471961971213,47.007722084212574,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,23,966.6442440945917,45.83010515149249,0.39699421070853885,1.0,1.0
24327506,232,fuel_tax_rebate,24,967.0510084890194,43.91860643253346,0.39699421070853885,1.0,1.0
1812348115,107,luxury_asset_tax,1,30.284732495500258,5321.183123875065,0.4370549587911232,0.822429906542056,0.20948613791154438
1812348115,107,luxury_asset_tax,2,95.03531052509702,2133.379792965706,0.4370549587911232,0.822429906542056,0.4510498893435757
1812348115,107,luxury_asset_tax,3,298.2243718840006,935.4642297529306,0.4370549587911232,0.8317757009345794,0.6740121468577002
1812348115,107,luxury_asset_tax,4,690.2565410623386,455.84534047787895,0.4370549587911232,0.9345794392523364,0.8557237733004661
1812348115,107,luxury_asset_tax,5,794.950068112408,254.93947035289224,0.4370549587911232,0.9252336448598131,0.9847107478799219
1812348115,107,luxury_asset_tax,6,848.891595975796,173.61331388548547,0.4370549587911232,0.9065420560747663,1.0
1812348115,107,luxury_asset_tax,7,866.3656757626801,121.78013300678266,0.4370549587911232,0.9532710280373832,1.0
1812348115,107,luxury_asset_tax,8,882.1939065423503,88.78207110494638,0.4370549587911232,0.9345794392523364,1.0
1812348115,107,luxury_asset_tax,9,897.161639259785,58.19608878259693,0.4370549587911232,0.9626168224299065,1.0
1812348115,107,luxury_asset_tax,10,909.831348472005,41.58416147137218,0.4370549587911232,0.9719626168224299,1.0
1812348115,107,luxury_asset_tax,11,922.3872652240374,38.146374946314666,0.4370549587911232,0.9906542056074766,1.0
1812348115,107,luxury_asset_tax,12,935.020217450241,35.650500485334604,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,13,947.6974578640096,33.54456249519922,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,14,951.8078894435979,31.477884159428523,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,15,955.9407762985344,29.640006092190532,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,16,960.0986600641481,27.598802957577636,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,17,964.2851283459888,25.511885131402828,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,18,968.5045831532467,23.641696879623865,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,19,972.762062636526,22.208380334267932,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,20,977.063103428819,21.222900357858883,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,21,981.4136342597715,20.77572848724787,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,22,985.8198938847639,20.464124415087813,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,23,990.2883680697607,20.18073118044078,0.4370549587911232,1.0,1.0
1812348115,107,luxury_asset_tax,24,994.8257416111826,19.92158549235656,0.4370549587911232,1.0,1.0
836120316,179,none,1,29.881153944747357,8874.490426517628,0.4432968133292795,0.6983240223463687,0.18743952889103963
836120316,179,none,2,93.02428144836477,3423.3435642683717,0.4432968133292795,0.7877094972067039,0.3826323528449972
836120316,179,none,3,292.34440699085934,1687.2227376908781,0.4432968133292795,0.8156424581005587,0.5803129900750444
836120316,179,none,4,585.1459356590002,907.1585133527458,0.4432968133292795,0.8491620111731844,0.779100497526555
836120316,179,none,5,743.9635916333436,533.2119210863946,0.4432968133292795,0.8770949720670391,0.9784073865537374
836120316,179,none,6,808.5990841297205,329.4311464579602,0.4432968133292795,0.888268156424581,1.0
836120316,179,none,7,881.8728142637357,217.44511815068472,0.4432968133292795,0.9106145251396648,1.0
836120316,179,none,8,941.3765848270269,155.58170475316217,0.4432968133292795,0.9720670391061452,1.0
836120316,179,none,9,971.5702810624725,118.85891338563803,0.4432968133292795,0.9888268156424581,1.0
836120316,179,none,10,983.9910446978157,93.6547228199266,0.4432968133292795,0.994413407821229,1.0
836120316,179,none,11,994.5866114200061,77.37759997781987,0.4432968133292795,0.9888268156424581,1.0
836120316,179,none,12,1000.0,67.81952265711053,0.4432968133292795,0.9832402234636871,1.0
836120316,179,none,13,1000.0,63.57209358979932,0.4432968133292795,0.994413407821229,1.0
836120316,179,none,14,1000.0,61.074992971554835,0.4432968133292795,1.0,1.0
836120316,179,none,15,1000.0,59.79666074708922,0.4432968133292795,1.0,1.0
836120316,179,none,16,1000.0,58.37214659805786,0.4432968133292795,1.0,1.0
836120316,179,none,17,1000.0,56.675611052295004,0.4432968133292795,1.0,1.0
836120316,179,none,18,1000.0,54.02068433102614,0.4432968133292795,1.0,1.0
836120316,179,none,19,1000.0,51.130627013796584,0.4432968133292795,1.0,1.0
836120316,179,none,20,1000.0,47.79050376193534,0.4432968133292795,1.0,1.0
836120316,179,none,21,1000.0,44.30560891297632,0.4432968133292795,1.0,1.0
836120316,179,none,22,1000.0,40.78806205541562,0.4432968133292795,1.0,1.0
836120316,179,none,23,1000.0,37.658013907207284,0.4432968133292795,1.0,1.0
836120316,179,none,24,1000.0,34.99353549045825,0.4432968133292795,1.0,1.0
772130346,249,none,1,29.585190270443082,12351.11416226585,0.40239655663515456,0.7951807228915663,0.18779718067712428
772130346,249,none,2,89.03334425453833,5322.736063710925,0.40239655663515456,0.8032128514056225,0.3825857884870356
772130346,249,none,3,268.94362289391466,2525.1479503294026,0.40239655663515456,0.8554216867469879,0.580145616378706
772130346,249,none,4,648.7862288373082,1298.6126915205944,0.40239655663515456,0.8192771084337349,0.7789124173624984
772130346,249,none,5,856.7249327339563,687.9452777636234,0.40239655663515456,0.9156626506024097,0.9782777836585951
772130346,249,none,6,911.4054408531362,394.0974001953014,0.40239655663515456,0.9036144578313253,1.0
772130346,249,none,7,933.4046939595959,260.177120142513,0.40239655663515456,0.8995983935742972,1.0
772130346,249,none,8,945.263195413655,194.4023108658388,0.40239655663515456,0.9678714859437751,1.0
772130346,249,none,9,949.3442099101006,145.708526808968,0.40239655663515456,0.9598393574297188,1.0
772130346,249,none,10,953.5687655231253,116.18724110286404,0.40239655663515456,0.9718875502008032,1.0
772130346,249,none,11,957.9441170892537,97.2304328198053,0.40239655663515456,0.9839357429718876,1.0
772130346,249,none,12,962.4816371226581,83.1921159431182,0.40239655663515456,0.9919678714859438,1.0
772130346,249,none,13,967.1963065083879,73.79827269792433,0.40239655663515456,1.0,1.0
772130346,249,none,14,969.5261197700493,66.34753387345731,0.40239655663515456,0.9959839357429718,1.0
772130346,249,none,15,971.280973220501,59.62052034974073,0.40239655663515456,1.0,1.0
772130346,249,none,16,973.2549124015891,54.864397297159,0.40239655663515456,1.0,1.0
772130346,249,none,17,975.4719985339516,51.88148780797755,0.40239655663515456,1.0,1.0
772130346,249,none,18,977.9588296557328,49.78285747042189,0.40239655663515456,1.0,1.0
772130346,249,none,19,980.7447990663464,48.429980935769834,0.40239655663515456,1.0,1.0
772130346,249,none,20,983.8623802076555,47.02143145675549,0.40239655663515456,1.0,1.0
772130346,249,none,21,987.3474405906142,45.75002297924016,0.40239655663515456,1.0,1.0
772130346,249,none,22,991.2395876494742,44.36904512888751,0.40239655663515456,1.0,1.0
772130346,249,none,23,995.5825497039777,42.53850336986516,0.40239655663515456,1.0,1.0
772130346,249,none,24,1000.0,40.75693984453042,0.40239655663515456,1.0,1.0
1044651708,249,housing_rent_subsidy,1,464.49057047997644,12413.918024459585,0.39633354709361696,0.8273092369477911,0.18746789289528523
1044651708,249,housing_rent_subsidy,2,2289.8824904067646,2619.313759955183,0.3593089024228749,0.8273092369477911,0.3851452975999124
1044651708,249,housing_rent_subsidy,3,937.5696717372189,374.3403783563828,0.3261179534068715,0.8594377510040161,0.584848190474313
1044651708,249,housing_rent_subsidy,4,1295.1872044742106,511.1856997644092,0.29612923904837385,0.8955823293172691,0.7844095557774505
1044651708,249,housing_rent_subsidy,5,1074.4269202530886,388.2659470591877,0.2689788585257313,0.8875502008032129,0.9840599279440246
1044651708,249,housing_rent_subsidy,6,1306.5801650454553,452.35598764802495,0.24568082514391118,0.927710843373494,1.0
1044651708,249,housing_rent_subsidy,7,1204.9238687688924,397.4925465351727,0.2257738812159063,0.9236947791164658,1.0
1044651708,249,housing_rent_subsidy,8,1389.6916688644349,424.2177665315047,0.20957418847137083,0.9678714859437751,1.0
1044651708,249,housing_rent_subsidy,9,1346.053464945662,387.1907535913686,0.19864313280619608,0.9718875502008032,1.0
1044651708,249,housing_rent_subsidy,10,1522.2773011752397,392.1507235379148,0.1919305059741095,0.9919678714859438,1.0
1044651708,249,housing_rent_subsidy,11,1513.3995520296892,361.7578817259208,0.18883247962499097,0.9959839357429718,1.0
1044651708,249,housing_rent_subsidy,12,1710.7393432286733,356.9729858655525,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,13,1742.4265306877148,331.63945325815195,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,14,2006.9803987956263,322.2757104057543,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,15,2112.6782272895725,300.0392065319432,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,16,2581.220461029169,287.80429694075144,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,17,2912.9650541386104,266.99670243515544,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,18,3661.3137104068214,251.94467354176084,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,19,3428.821847233829,233.0318872552079,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,20,3785.45679322327,219.34601805834856,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,21,4050.317664909551,204.71195285423482,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,22,4311.738645083821,191.59659177547496,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,23,4080.4218771132496,180.3249159602412,0.18860498242981344,1.0,1.0
1044651708,249,housing_rent_subsidy,24,4046.4390575294515,171.33628960788317,0.18860498242981344,1.0,1.0
126359605,215,food_price_ceiling,1,29.272077260585352,10642.84056180731,0.459551648591399,0.8465116279069768,0.18784749640820086
126359605,215,food_price_ceiling,2,88.75195594861542,497.78199081508734,0.459551648591399,0.8651162790697674,0.3872790233202302
126359605,215,food_price_ceiling,3,276.3497319925004,27.969114800813877,0.459551648591399,0.8976744186046511,0.5872471676997486
126359605,215,food_price_ceiling,4,695.2612066246801,21.5,0.459551648591399,0.8604651162790697,0.787222511645443
126359605,215,food_price_ceiling,5,932.738145189835,21.5,0.459551648591399,0.9395348837209302,0.9871978555911373
126359605,215,food_price_ceiling,6,991.7995985391938,21.5,0.459551648591399,0.9069767441860466,1.0
126359605,215,food_price_ceiling,7,1000.0,21.5,0.459551648591399,0.958139534883721,1.0
126359605,215,food_price_ceiling,8,1000.0,21.5,0.459551648591399,0.986046511627907,1.0
126359605,215,food_price_ceiling,9,1000.0,21.5,0.459551648591399,0.9720930232558139,1.0
126359605,215,food_price_ceiling,10,1000.0,21.5,0.459551648591399,0.986046511627907,1.0
126359605,215,food_price_ceiling,11,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,12,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,13,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,14,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,15,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,16,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,17,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,18,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,19,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,20,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,21,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,22,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,23,1000.0,21.5,0.459551648591399,1.0,1.0
126359605,215,food_price_ceiling,24,1000.0,21.5,0.459551648591399,1.0,1.0
1912783096,129,housing_rent_subsidy,1,512.11722999223,6450.0,0.3700134591083425,0.8294573643410853,0.18755082581585084
1912783096,129,housing_rent_subsidy,2,2503.1437178582532,1292.153109332408,0.3499672510521142,0.8217054263565892,0.3853608117026352
1912783096,129,housing_rent_subsidy,3,929.7131705798855,137.03697577171792,0.3370678792706519,0.7829457364341086,0.5851382010454669
1912783096,129,housing_rent_subsidy,4,1157.2809733691197,220.67476325746,0.3332072536151638,0.8527131782945736,0.7847687974373312
1912783096,129,housing_rent_subsidy,5,1029.2489983746934,183.02070126660186,0.3332072536151638,0.8682170542635659,0.984461345486562
1912783096,129,housing_rent_subsidy,6,1155.7298238492158,199.4025897983655,0.3332072536151638,0.8992248062015504,1.0
1912783096,129,housing_rent_subsidy,7,1108.988225943758,182.1091962686641,0.3332072536151638,0.9147286821705426,1.0
1912783096,129,housing_rent_subsidy,8,1198.947983521404,186.6188935751037,0.3332072536151638,0.9534883720930233,1.0
1912783096,129,housing_rent_subsidy,9,1192.624494317792,176.10873325605738,0.3332072536151638,0.9922480620155039,1.0
1912783096,129,housing_rent_subsidy,10,1271.6505705680418,175.46025148824435,0.3332072536151638,0.9689922480620154,1.0
1912783096,129,housing_rent_subsidy,11,1292.4710797835062,167.61265310776443,0.3332072536151638,0.9844961240310077,1.0
1912783096,129,housing_rent_subsidy,12,1377.831436591198,164.29025220343092,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,13,1421.4255906107476,157.16928194216544,0.3332072536151638,0.9922480620155039,1.0
1912783096,129,housing_rent_subsidy,14,1527.6741205787303,152.6090641851802,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,15,1601.5044205788906,145.67510468346677,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,16,1756.4166727323536,140.27730480484658,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,17,1887.246646038256,133.22610584648663,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,18,2160.7381740904516,127.08412073763745,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,19,2444.665851722402,119.77300221819337,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,20,2738.4110171183142,112.74715342486915,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,21,2675.532418461739,105.32137206907137,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,22,3006.7277219010534,98.78044843886003,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,23,3360.0527938458195,91.90542703716162,0.3332072536151638,1.0,1.0
1912783096,129,housing_rent_subsidy,24,3544.4911685235147,85.1813094682527,0.3332072536151638,1.0,1.0
115232313,263,fuel_tax_rebate,1,28.92664815842226,12952.32130297447,0.4121621290286882,0.7946768060836502,0.1877091792273691
115232313,263,fuel_tax_rebate,2,86.13684515888389,5553.577942262479,0.4121621290286882,0.8365019011406845,0.3825086090099594
115232313,263,fuel_tax_rebate,3,264.94489116066603,2807.1783029042253,0.4121621290286882,0.8288973384030418,0.5799228870091143
115232313,263,fuel_tax_rebate,4,535.0150534809953,1541.2214553493902,0.4121621290286882,0.844106463878327,0.7785303851529795
115232313,263,fuel_tax_rebate,5,793.59927203607,825.6799053738682,0.4121621290286882,0.8745247148288974,0.977811422703791
115232313,263,fuel_tax_rebate,6,883.6610028709609,485.9784165114109,0.4121621290286882,0.9049429657794676,1.0
115232313,263,fuel_tax_rebate,7,926.7757039450195,345.9605708841121,0.4121621290286882,0.9505703422053232,1.0
115232313,263,fuel_tax_rebate,8,952.9163812718325,259.3610096608338,0.4121621290286882,0.9657794676806084,1.0
115232313,263,fuel_tax_rebate,9,965.2064375369653,202.0132941387908,0.4121621290286882,0.9809885931558935,1.0
115232313,263,fuel_tax_rebate,10,977.2838736001535,167.04845295175008,0.4121621290286882,0.9961977186311787,1.0
115232313,263,fuel_tax_rebate,11,988.2149375733159,137.88284792327488,0.4121621290286882,0.9885931558935361,1.0
115232313,263,fuel_tax_rebate,12,997.0147737182118,112.42473630731928,0.4121621290286882,0.9923954372623575,1.0
115232313,263,fuel_tax_rebate,13,999.8120801201184,89.2347255408847,0.4121621290286882,0.9961977186311787,1.0
115232313,263,fuel_tax_rebate,14,1000.0,74.562868905631,0.4121621290286882,0.9961977186311787,1.0
115232313,263,fuel_tax_rebate,15,1000.0,66.27034400327642,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,16,1000.0,60.85338284959878,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,17,1000.0,57.716837355909604,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,18,1000.0,55.14865209262805,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,19,1000.0,52.98979474822379,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,20,1000.0,51.330610888737496,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,21,1000.0,49.974579420079735,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,22,1000.0,48.46966318848333,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,23,1000.0,47.10554983767488,0.4121621290286882,1.0,1.0
115232313,263,fuel_tax_rebate,24,1000.0,45.977673784726264,0.4121621290286882,1.0,1.0
2106809967,98,none,1,30.686309943184888,4879.4197372166,0.45753835279020744,0.8877551020408163,0.1874905933311648
2106809967,98,none,2,93.04361033884408,1991.777643905798,0.45753835279020744,0.846938775510204,0.382478296286694
2106809967,98,none,3,275.8302229422622,876.9387482672762,0.45753835279020744,0.8673469387755102,0.5803310803287963
2106809967,98,none,4,684.4176888326039,421.92782424724015,0.45753835279020744,0.9285714285714286,0.779335297710576
2106809967,98,none,5,903.7003712411183,231.92650050291363,0.45753835279020744,0.8775510204081632,0.9788072458847593
2106809967,98,none,6,911.9056095913822,150.03270533119843,0.45753835279020744,0.9183673469387755,1.0
2106809967,98,none,7,922.5546600793953,103.5267842971672,0.45753835279020744,0.9591836734693877,1.0
